Date, Open, High, Low, Close, Volume
01/29/16, 79.20, 79.45, 79.125, 79.29, 14218718
01/28/16, 79.11, 79.285, 78.74, 79.03, 14622612
01/27/16, 78.72, 79.08, 78.38, 78.63, 14562999
01/26/16, 78.36, 78.79, 78.18, 78.75, 12010881
01/25/16, 78.59, 78.74, 78.03, 78.05, 16448362
01/22/16, 78.40, 78.92, 78.24, 78.83, 17653060
01/21/16, 77.12, 77.96, 76.80, 77.64, 20065830
01/20/16, 77.03, 77.42, 75.82, 77.12, 25973482
01/19/16, 77.95, 78.13, 77.39, 77.64, 15975748
01/15/16, 77.67, 78.68, 77.42, 77.91, 27309934
01/14/16, 78.66, 79.0399, 78.28, 78.95, 18572684
01/13/16, 79.54, 79.62, 78.485, 78.60, 20352720
01/12/16, 79.89, 79.95, 79.30, 79.48, 15217665
01/11/16, 79.86, 79.95, 79.31, 79.40, 16917708
01/08/16, 80.04, 80.22, 79.50, 79.52, 17902081
01/07/16, 79.67, 80.00, 79.62, 79.73, 11004747
01/06/16, 79.93, 80.33, 79.93, 80.25, 11320141
01/05/16, 80.34, 80.53, 80.07, 80.25, 11491301
01/04/16, 80.01, 80.16, 79.67, 80.10, 14787768
12/31/15, 80.48, 80.88, 80.39, 80.58, 7935217
12/30/15, 80.37, 80.64, 80.18, 80.53, 13145349
12/29/15, 80.16, 80.53, 80.15, 80.47, 7485498
12/28/15, 80.24, 80.25, 79.88, 80.01, 7151573
12/24/15, 80.35, 80.70, 80.27, 80.49, 5284324
12/23/15, 80.51, 80.89, 80.42, 80.75, 12824935
12/22/15, 79.40, 80.26, 79.36, 80.24, 12569472
12/21/15, 79.70, 79.90, 79.07, 79.28, 14468676
12/18/15, 79.56, 79.79, 79.34, 79.53, 23548944
12/17/15, 80.70, 80.81, 79.80, 79.83, 17345343
12/16/15, 80.39, 80.89, 80.06, 80.73, 30575326
12/15/15, 79.80, 80.45, 79.76, 80.12, 36337825
12/14/15, 79.40, 79.51, 78.21, 78.83, 38540494
12/11/15, 80.54, 80.54, 78.62, 79.52, 54233298
12/10/15, 81.27, 81.57, 80.995, 81.14, 14206753
12/09/15, 81.06, 81.70, 81.05, 81.48, 16703914
12/08/15, 81.43, 81.62, 80.96, 81.06, 25199105
12/07/15, 82.33, 82.50, 82.02, 82.08, 11989913
12/04/15, 82.80, 82.93, 82.495, 82.66, 14027875
12/03/15, 82.92, 83.13, 82.72, 82.851, 15290184
12/02/15, 83.18, 83.435, 83.03, 83.07, 11871290
12/01/15, 82.85, 83.28, 82.80, 83.24, 9849213
11/30/15, 83.10, 83.15, 82.99, 83.05, 5356284
11/27/15, 83.02, 83.15, 82.94, 83.10, 2259909
11/25/15, 82.84, 82.99, 82.84, 82.97, 7132473
11/24/15, 82.65, 82.91, 82.57, 82.88, 9530046
11/23/15, 82.74, 82.89, 82.69, 82.77, 5138866
11/20/15, 82.88, 83.21, 82.81, 82.84, 9763678
11/19/15, 83.33, 83.4899, 82.85, 82.86, 9428297
11/18/15, 83.40, 83.66, 83.40, 83.61, 7479017
11/17/15, 83.60, 83.74, 83.37, 83.45, 9106441
11/16/15, 82.91, 83.44, 82.81, 83.39, 8228172
11/13/15, 83.28, 83.36, 82.99, 83.00, 7487898
11/12/15, 83.47, 83.68, 83.22, 83.24, 11570574
11/11/15, 84.04, 84.10, 83.75, 83.80, 3943865
11/10/15, 84.10, 84.19, 83.87, 84.00, 9672980
11/09/15, 84.36, 84.435, 84.125, 84.19, 10127859
11/06/15, 84.62, 84.69, 84.34, 84.54, 8207719
11/05/15, 85.25, 85.34, 84.94, 84.95, 8529589
11/04/15, 85.57, 85.57, 85.24, 85.28, 6082108
11/03/15, 85.36, 85.58, 85.36, 85.53, 5873710
11/02/15, 85.18, 85.48, 85.11, 85.44, 5476037
10/30/15, 85.53, 85.76, 85.39, 85.57, 8803113
10/29/15, 85.45, 85.68, 85.43, 85.47, 6064497
10/28/15, 85.46, 85.71, 85.30, 85.69, 8637003
10/27/15, 85.67, 85.68, 85.34, 85.46, 5585775
10/26/15, 85.93, 85.94, 85.68, 85.74, 9354138
10/23/15, 85.90, 86.09, 85.58, 85.83, 13201681
10/22/15, 85.58, 85.68, 85.41, 85.53, 11805088
10/21/15, 85.65, 85.765, 85.2601, 85.50, 14332197
10/20/15, 85.38, 85.69, 85.29, 85.59, 10294768
10/19/15, 85.15, 85.57, 85.075, 85.51, 10346987
10/16/15, 84.91, 85.29, 84.89, 85.28, 5978187
10/15/15, 84.82, 84.95, 84.61, 84.89, 8049209
10/14/15, 84.76, 84.95, 84.635, 84.69, 7748115
10/13/15, 84.79, 84.945, 84.63, 84.75, 7772596
10/12/15, 85.18, 85.25, 84.83, 84.95, 3867020
10/09/15, 85.23, 85.6001, 84.98, 85.11, 9900628
10/08/15, 84.62, 85.13, 84.46, 85.10, 9466922
10/07/15, 84.35, 84.83, 84.20, 84.75, 18000723
10/06/15, 83.48, 83.98, 83.36, 83.89, 13985761
10/05/15, 82.87, 83.47, 82.81, 83.43, 13531399
10/02/15, 81.89, 82.4699, 81.66, 82.44, 14060184
10/01/15, 82.75, 82.88, 82.32, 82.36, 12179796
09/30/15, 83.13, 83.34, 82.83, 83.29, 14539849
09/29/15, 82.71, 83.0915, 82.63, 82.77, 11417576
09/28/15, 83.67, 84.02, 82.72, 82.78, 12416338
09/25/15, 84.60, 84.76, 84.04, 84.07, 8384199
09/24/15, 84.75, 84.75, 84.35, 84.50, 9167527
09/23/15, 85.05, 85.11, 84.86, 84.92, 7685986
09/22/15, 85.35, 85.69, 84.96, 85.07, 7366859
09/21/15, 85.86, 85.90, 85.61, 85.69, 7578972
09/18/15, 85.84, 86.05, 85.69, 85.85, 10827606
09/17/15, 86.01, 86.41, 85.85, 86.09, 6576804
09/16/15, 86.03, 86.23, 85.94, 86.02, 5026663
09/15/15, 86.25, 86.41, 86.20, 86.33, 4247810
09/14/15, 86.36, 86.44, 86.22, 86.35, 4383142
09/11/15, 86.15, 86.55, 86.11, 86.50, 4834935
09/10/15, 86.28, 86.595, 86.28, 86.53, 4744071
09/09/15, 86.60, 86.6195, 86.24, 86.32, 4914785
09/08/15, 86.35, 86.44, 86.24, 86.43, 5450273
09/04/15, 85.86, 86.07, 85.85, 85.96, 4670953
09/03/15, 86.00, 86.23, 85.86, 86.05, 8778992
09/02/15, 85.93, 85.96, 85.68, 85.93, 5259661
09/01/15, 85.70, 85.77, 85.44, 85.58, 4739050
08/31/15, 86.24, 86.30, 85.73, 86.24, 5408849
08/28/15, 86.22, 86.50, 86.055, 86.36, 9100029
08/27/15, 85.86, 86.45, 85.86, 86.28, 12772123
08/26/15, 85.26, 85.80, 85.19, 85.64, 10654771
08/25/15, 85.56, 85.69, 84.91, 84.93, 18194689
08/24/15, 83.81, 85.38, 83.43, 84.76, 19116180
08/21/15, 85.53, 85.75, 85.37, 85.46, 13158627
08/20/15, 85.90, 85.97, 85.65, 85.77, 11099097
08/19/15, 86.21, 86.45, 86.02, 86.19, 7208486
08/18/15, 86.27, 86.40, 86.18, 86.27, 5471291
08/17/15, 86.29, 86.505, 86.20, 86.38, 4153642
08/14/15, 86.29, 86.51, 86.2801, 86.38, 3437947
08/13/15, 86.37, 86.44, 86.275, 86.33, 7422098
08/12/15, 86.26, 86.48, 86.04, 86.44, 6371916
08/11/15, 86.63, 86.70, 86.46, 86.56, 4598583
08/10/15, 86.77, 86.97, 86.73, 86.96, 3234474
08/07/15, 86.85, 86.89, 86.68, 86.71, 5483481
08/06/15, 87.23, 87.33, 86.96, 86.98, 10794802
08/05/15, 87.64, 87.73, 87.33, 87.34, 7778265
08/04/15, 87.50, 87.63, 87.44, 87.46, 3691389
08/03/15, 87.59, 87.60, 87.37, 87.41, 5416922
07/31/15, 88.01, 88.24, 87.94, 87.97, 5936532
07/30/15, 87.81, 88.17, 87.81, 88.12, 6127604
07/29/15, 87.35, 87.93, 87.35, 87.86, 8839506
07/28/15, 86.97, 87.45, 86.93, 87.35, 10470956
07/27/15, 87.01, 87.27, 86.81, 86.88, 11061691
07/24/15, 87.50, 87.55, 87.20, 87.25, 4702932
07/23/15, 87.52, 87.71, 87.50, 87.50, 4918362
07/22/15, 87.87, 87.93, 87.52, 87.55, 10578455
07/21/15, 88.21, 88.32, 88.11, 88.12, 4904776
07/20/15, 88.65, 88.66, 88.27, 88.28, 6740415
07/17/15, 88.99, 88.99, 88.60, 88.69, 7788391
07/16/15, 88.89, 89.03, 88.8801, 88.93, 7523618
07/15/15, 88.78, 88.90, 88.6501, 88.79, 5983348
07/14/15, 88.74, 88.83, 88.64, 88.79, 6354104
07/13/15, 88.91, 88.94, 88.7201, 88.88, 6119223
07/10/15, 88.59, 88.865, 88.56, 88.80, 7097884
07/09/15, 88.45, 88.73, 88.29, 88.29, 6291008
07/08/15, 88.17, 88.42, 88.06, 88.09, 5744796
07/07/15, 88.33, 88.63, 88.13, 88.53, 8406326
07/06/15, 88.58, 88.75, 88.41, 88.46, 4719145
07/02/15, 88.65, 88.85, 88.52, 88.75, 5586348
07/01/15, 88.81, 88.81, 88.36, 88.42, 13614712
06/30/15, 88.76, 88.86, 88.581, 88.80, 4912680
06/29/15, 88.65, 88.80, 88.37, 88.38, 10156868
06/26/15, 89.25, 89.32, 88.95, 88.99, 6683169
06/25/15, 89.57, 89.64, 89.25, 89.25, 5176740
06/24/15, 89.70, 89.79, 89.52, 89.52, 2636936
06/23/15, 89.77, 89.7999, 89.6401, 89.76, 3474756
06/22/15, 89.89, 89.989, 89.64, 89.82, 5035374
06/19/15, 89.76, 89.76, 89.46, 89.64, 12585681
06/18/15, 89.29, 89.69, 89.29, 89.59, 6869905
06/17/15, 89.20, 89.40, 88.94, 89.26, 5660410
06/16/15, 88.81, 89.34, 88.81, 89.34, 5249762
06/15/15, 89.07, 89.22, 88.81, 88.84, 12726232
06/12/15, 89.42, 89.52, 89.24, 89.26, 5713541
06/11/15, 89.47, 89.60, 89.38, 89.59, 5202148
06/10/15, 89.31, 89.475, 89.26, 89.41, 5187506
06/09/15, 89.42, 89.44, 89.17, 89.29, 11416167
06/08/15, 89.52, 89.61, 89.34, 89.44, 6487791
06/05/15, 89.49, 89.63, 89.33, 89.44, 7747585
06/04/15, 89.93, 90.01, 89.71, 89.71, 11381725
06/03/15, 90.39, 90.45, 89.94, 90.00, 9532747
06/02/15, 90.75, 90.75, 90.34, 90.49, 5203710
06/01/15, 90.65, 90.77, 90.46, 90.66, 9372617
05/29/15, 90.76, 90.97, 90.76, 90.91, 4764026
05/28/15, 90.81, 90.83, 90.685, 90.78, 5440721
05/27/15, 90.78, 90.90, 90.68, 90.82, 3737756
05/26/15, 90.67, 90.79, 90.61, 90.62, 3951513
05/22/15, 90.73, 90.845, 90.69, 90.81, 3716940
05/21/15, 90.60, 90.83, 90.60, 90.74, 3709327
05/20/15, 90.73, 90.86, 90.61, 90.61, 2841718
05/19/15, 90.88, 90.88, 90.64, 90.72, 4743157
05/18/15, 91.00, 91.00, 90.75, 90.86, 2843655
05/15/15, 90.90, 91.075, 90.81, 91.01, 8939412
05/14/15, 90.59, 90.87, 90.59, 90.8085, 5147093
05/13/15, 90.62, 90.77, 90.33, 90.37, 4349015
05/12/15, 90.36, 90.73, 90.29, 90.50, 6569150
05/11/15, 91.01, 91.0615, 90.48, 90.51, 5499161
05/08/15, 90.86, 91.08, 90.80, 91.0799, 10319609
05/07/15, 90.30, 90.58, 90.27, 90.37, 8676374
05/06/15, 90.65, 90.69, 90.32, 90.38, 13677460
05/05/15, 90.69, 90.78, 90.49, 90.65, 12736860
05/04/15, 90.95, 90.97, 90.65, 90.77, 6683698
05/01/15, 90.66, 90.81, 90.61, 90.79, 8053741
04/30/15, 91.00, 91.08, 90.81, 90.99, 11463788
04/29/15, 91.00, 91.195, 90.9201, 91.04, 8152713
04/28/15, 91.28, 91.31, 91.1701, 91.21, 4697427
04/27/15, 91.45, 91.49, 91.27, 91.35, 5049596
04/24/15, 91.19, 91.34, 91.19, 91.32, 4221352
04/23/15, 91.26, 91.355, 91.08, 91.17, 4755184
04/22/15, 91.43, 91.435, 91.18, 91.20, 4031065
04/21/15, 91.48, 91.48, 91.24, 91.29, 3730708
04/20/15, 91.24, 91.38, 91.11, 91.23, 3640979
04/17/15, 91.24, 91.24, 91.00, 91.03, 3901282
04/16/15, 91.44, 91.44, 91.27, 91.31, 5285379
04/15/15, 91.24, 91.56, 91.2101, 91.50, 4438341
04/14/15, 91.13, 91.20, 90.93, 91.14, 2830008
04/13/15, 91.27, 91.315, 91.0799, 91.10, 2866607
04/10/15, 91.05, 91.28, 91.05, 91.27, 3012717
04/09/15, 91.19, 91.26, 91.00, 91.06, 3415728
04/08/15, 91.21, 91.30, 91.01, 91.15, 7151883
04/07/15, 90.77, 91.20, 90.69, 91.17, 8659752
04/06/15, 90.38, 90.81, 90.38, 90.69, 5020698
04/02/15, 90.46, 90.59, 90.35, 90.46, 4774362
04/01/15, 90.35, 90.43, 90.10, 90.39, 9298196
03/31/15, 90.69, 90.84, 90.56, 90.61, 4498383
03/30/15, 90.51, 90.79, 90.50, 90.72, 4197700
03/27/15, 90.39, 90.56, 90.35, 90.47, 3822016
03/26/15, 90.51, 90.53, 90.2301, 90.40, 4876388
03/25/15, 90.71, 90.83, 90.40, 90.41, 5364596
03/24/15, 90.48, 90.72, 90.45, 90.65, 6767230
03/23/15, 90.43, 90.54, 90.31, 90.51, 5459192
03/20/15, 90.10, 90.48, 89.97, 90.44, 9127262
03/19/15, 90.17, 90.36, 89.68, 89.74, 9226023
03/18/15, 89.66, 90.465, 89.49, 90.455, 11633924
03/17/15, 89.88, 90.02, 89.485, 89.66, 13059572
03/16/15, 90.27, 90.34, 90.05, 90.11, 4772618
03/13/15, 90.36, 90.40, 89.97, 90.20, 6184518
03/12/15, 90.60, 90.64, 90.3601, 90.51, 4469890
03/11/15, 90.35, 90.46, 90.0721, 90.33, 9214826
03/10/15, 90.28, 90.34, 89.90, 90.08, 12447322
03/09/15, 90.73, 90.74, 90.38, 90.43, 9607474
03/06/15, 90.95, 90.97, 90.53, 90.62, 9271935
03/05/15, 91.17, 91.20, 91.035, 91.20, 6412546
03/04/15, 91.05, 91.16, 90.98, 91.03, 7832767
03/03/15, 91.32, 91.40, 91.12, 91.20, 10032026
03/02/15, 91.56, 91.60, 91.30, 91.46, 6933035
02/27/15, 91.90, 91.95, 91.81, 91.87, 4521791
02/26/15, 91.84, 91.97, 91.74, 91.85, 7928209
02/25/15, 91.63, 91.90, 91.57, 91.87, 9048492
02/24/15, 91.46, 91.601, 91.39, 91.57, 3689346
02/23/15, 91.45, 91.48, 91.27, 91.48, 4165737
02/20/15, 91.15, 91.42, 91.08, 91.41, 5470606
02/19/15, 91.27, 91.315, 91.14, 91.16, 2964843
02/18/15, 91.15, 91.39, 91.04, 91.37, 4744439
02/17/15, 91.24, 91.28, 91.03, 91.06, 6624213
02/13/15, 91.01, 91.19, 90.94, 91.12, 4676574
02/12/15, 91.14, 91.14, 90.94, 90.99, 3185389
02/11/15, 90.98, 91.03, 90.83, 91.00, 5688047
02/10/15, 90.90, 91.03, 90.89, 91.03, 6846561
02/09/15, 90.88, 90.99, 90.70, 90.72, 4672764
02/06/15, 91.07, 91.08, 90.78, 90.94, 6076745
02/05/15, 90.55, 90.88, 90.4001, 90.87, 10172457
02/04/15, 90.64, 90.64, 90.30, 90.34, 8333940
02/03/15, 90.38, 90.83, 90.30, 90.72, 11682445
02/02/15, 90.03, 90.21, 89.88, 90.21, 4120598
01/30/15, 90.38, 90.48, 90.19, 90.23, 6383035
01/29/15, 90.34, 90.52, 90.15, 90.48, 4923216
01/28/15, 90.41, 90.50, 90.01, 90.16, 5622369
01/27/15, 90.08, 90.43, 90.01, 90.35, 8771079
01/26/15, 90.07, 90.49, 89.93, 90.42, 8252291
01/23/15, 90.01, 90.14, 89.93, 90.01, 5134488
01/22/15, 90.02, 90.17, 89.78, 90.01, 6940122
01/21/15, 89.36, 89.91, 89.30, 89.89, 6110685
01/20/15, 89.84, 89.84, 89.26, 89.41, 5915266
01/16/15, 89.34, 89.70, 89.33, 89.57, 7685464
01/15/15, 89.98, 89.98, 89.21, 89.23, 7061267
01/14/15, 89.51, 89.84, 89.35, 89.78, 7415567
01/13/15, 90.00, 90.23, 89.54, 89.99, 7738734
01/12/15, 90.17, 90.17, 89.64, 89.99, 8698516
01/09/15, 89.72, 90.14, 89.37, 90.10, 6766711
01/08/15, 89.31, 89.825, 88.98, 89.65, 8388583
01/07/15, 89.12, 89.28, 88.87, 88.98, 8353121
01/06/15, 88.60, 88.96, 88.34, 88.43, 9489701
01/05/15, 89.10, 89.24, 88.645, 88.77, 7523147
01/02/15, 89.69, 89.93, 89.49, 89.60, 3271939
12/31/14, 89.88, 90.00, 89.44, 89.60, 4185388
12/30/14, 89.77, 89.96, 89.66, 89.84, 3624277
12/29/14, 90.02, 90.24, 89.73, 90.02, 4717132
12/26/14, 90.35, 90.50, 89.90, 89.97, 1815456
12/24/14, 89.98, 90.30, 89.92, 90.25, 2285684
12/23/14, 90.24, 90.41, 89.95, 90.33, 5314377
12/22/14, 90.15, 90.30, 89.70, 90.01, 6622386
12/19/14, 89.62, 90.31, 89.52, 90.23, 9952790
12/18/14, 90.00, 90.305, 88.72, 89.37, 16638659
12/17/14, 86.96, 88.98, 86.89, 88.659, 16863985
12/16/14, 86.44, 87.66, 86.12, 86.89, 14875530
12/15/14, 87.44, 87.60, 86.46, 87.20, 14113959
12/12/14, 87.80, 87.94, 87.095, 87.25, 11563319
12/11/14, 88.62, 88.91, 87.92, 88.45, 12053037
12/10/14, 89.37, 89.50, 88.42, 88.77, 15409408
12/09/14, 89.31, 89.88, 89.225, 89.80, 9702149
12/08/14, 90.13, 90.20, 89.701, 89.85, 6770788
12/05/14, 90.26, 90.39, 90.04, 90.31, 5237383
12/04/14, 90.36, 90.50, 90.30, 90.38, 4581584
12/03/14, 90.32, 90.51, 90.20, 90.44, 7626973
12/02/14, 90.05, 90.32, 89.87, 90.29, 6821209
12/01/14, 90.67, 90.67, 89.7427, 89.80, 12432398
11/28/14, 91.59, 91.65, 91.04, 91.13, 5290496
11/26/14, 91.95, 92.13, 91.90, 92.01, 3055835
11/25/14, 91.70, 91.95, 91.66, 91.89, 4878491
11/24/14, 91.87, 91.937, 91.63, 91.74, 4569113
11/21/14, 91.62, 92.005, 91.525, 91.75, 7982963
11/20/14, 91.00, 91.30, 90.92, 91.25, 3274284
11/19/14, 91.10, 91.26, 90.86, 91.24, 7733317
11/18/14, 91.41, 91.56, 91.25, 91.26, 5227172
11/17/14, 91.52, 91.67, 91.35, 91.44, 5213736
11/14/14, 91.81, 91.94, 91.41, 91.45, 7867968
11/13/14, 92.38, 92.38, 91.795, 91.91, 5081316
11/12/14, 92.48, 92.51, 92.26, 92.29, 3218868
11/11/14, 92.38, 92.62, 92.245, 92.59, 2730669
11/10/14, 92.31, 92.42, 92.29, 92.38, 2680438
11/07/14, 92.25, 92.38, 92.14, 92.34, 3456267
11/06/14, 92.08, 92.27, 92.07, 92.25, 3747652
11/05/14, 92.16, 92.18, 91.91, 92.01, 4399282
11/04/14, 92.29, 92.29, 91.955, 92.03, 5886224
11/03/14, 92.22, 92.51, 92.18, 92.32, 4936162
10/31/14, 92.81, 92.81, 92.50, 92.53, 5065390
10/30/14, 92.50, 94.95, 92.385, 92.45, 3341686
10/29/14, 92.63, 92.68, 92.21, 92.49, 5320650
10/28/14, 92.54, 92.7099, 92.38, 92.56, 6024227
10/27/14, 92.73, 92.75, 92.34, 92.41, 4911415
10/24/14, 92.45, 92.92, 92.45, 92.79, 5764328
10/23/14, 92.87, 94.92, 92.51, 92.53, 9482305
10/22/14, 93.16, 93.20, 92.45, 92.57, 8363916
10/21/14, 92.62, 93.20, 92.62, 93.18, 7453782
10/20/14, 91.83, 92.50, 91.73, 92.43, 7331401
10/17/14, 91.74, 92.235, 91.40, 91.77, 13575884
10/16/14, 89.99, 91.10, 89.85, 91.00, 12623099
10/15/14, 90.21, 90.49, 89.21, 90.49, 11711473
10/14/14, 90.50, 90.77, 90.22, 90.47, 11695313
10/13/14, 90.55, 90.96, 90.15, 90.17, 7908525
10/10/14, 91.18, 91.31, 90.51, 90.62, 14240339
10/09/14, 92.15, 92.23, 91.27, 91.36, 7177547
10/08/14, 91.88, 92.38, 91.731, 92.34, 7589366
10/07/14, 92.13, 92.21, 91.81, 91.90, 4994162
10/06/14, 92.30, 92.44, 92.14, 92.25, 4213763
10/03/14, 92.10, 92.43, 91.97, 92.15, 6371590
10/02/14, 91.62, 91.88, 91.40, 91.84, 6197342
10/01/14, 91.75, 91.90, 91.52, 91.66, 9996598
09/30/14, 91.64, 92.03, 91.55, 91.95, 6905408
09/29/14, 91.04, 91.37, 90.89, 91.36, 6289508
09/26/14, 91.22, 91.7299, 90.95, 91.55, 11842635
09/25/14, 92.10, 92.10, 91.50, 91.61, 7348118
09/24/14, 92.50, 92.50, 92.06, 92.24, 6342663
09/23/14, 92.79, 92.92, 92.44, 92.52, 3573129
09/22/14, 93.16, 93.24, 92.91, 92.99, 4355275
09/19/14, 93.10, 93.19, 93.02, 93.16, 6000597
09/18/14, 92.98, 93.08, 92.91, 93.02, 3640309
09/17/14, 92.87, 93.09, 92.76, 92.99, 4399313
09/16/14, 92.45, 92.86, 92.43, 92.69, 5132195
09/15/14, 92.75, 92.76, 92.47, 92.50, 3592399
09/12/14, 92.70, 92.795, 92.52, 92.67, 5372473
09/11/14, 92.68, 92.8366, 92.58, 92.78, 2822408
09/10/14, 92.75, 92.82, 92.55, 92.78, 3290600
09/09/14, 93.14, 93.14, 92.71, 92.74, 4647850
09/08/14, 93.24, 93.35, 93.08, 93.17, 2549154
09/05/14, 93.38, 93.45, 93.25, 93.26, 4752665
09/04/14, 93.73, 93.77, 93.26, 93.37, 4754535
09/03/14, 93.92, 93.92, 93.67, 93.68, 3200162
09/02/14, 93.77, 93.98, 93.75, 93.92, 4484777
08/29/14, 94.24, 94.28, 94.115, 94.24, 2046044
08/28/14, 94.28, 94.39, 94.13, 94.17, 1815372
08/27/14, 94.47, 94.48, 94.30, 94.31, 3685199
08/26/14, 94.33, 94.47, 94.31, 94.40, 1562392
08/25/14, 94.26, 94.38, 94.08, 94.33, 1957999
08/22/14, 94.35, 94.41, 94.09, 94.13, 3065495
08/21/14, 94.36, 94.46, 94.34, 94.36, 1869108
08/20/14, 94.32, 94.48, 94.17, 94.36, 2470004
08/19/14, 94.37, 94.38, 94.24, 94.29, 2747237
08/18/14, 94.07, 94.34, 94.0063, 94.32, 5112813
08/15/14, 94.02, 94.11, 93.87, 94.05, 6051281
08/14/14, 93.72, 93.96, 93.71, 93.86, 4246575
08/13/14, 93.65, 93.70, 93.46, 93.68, 4960166
08/12/14, 93.47, 93.56, 93.32, 93.41, 4231814
08/11/14, 93.12, 93.49, 92.99, 93.43, 6908314
08/08/14, 92.50, 93.06, 92.50, 92.99, 3426304
08/07/14, 92.69, 92.95, 92.6723, 92.70, 3833931
08/06/14, 92.38, 92.73, 92.35, 92.64, 4167761
08/05/14, 92.61, 92.63, 92.28, 92.42, 3612498
08/04/14, 92.06, 92.63, 92.025, 92.60, 7020396
08/01/14, 92.06, 92.35, 91.3243, 92.04, 10941967
07/31/14, 92.83, 92.97, 92.44, 92.48, 7460003
07/30/14, 93.73, 93.77, 93.10, 93.24, 5415224
07/29/14, 93.82, 94.00, 93.61, 93.63, 3877051
07/28/14, 94.01, 94.04, 93.74, 93.76, 5355072
07/25/14, 94.18, 94.2299, 94.01, 94.04, 3072277
07/24/14, 94.07, 94.29, 93.99, 94.20, 3089137
07/23/14, 93.96, 94.08, 93.93, 94.03, 1995912
07/22/14, 93.77, 94.00, 93.755, 93.85, 3707083
07/21/14, 93.85, 93.88, 93.63, 93.72, 3111708
07/18/14, 93.77, 93.98, 93.65, 93.88, 1994837
07/17/14, 94.11, 94.14, 93.48, 93.49, 5767782
07/16/14, 94.41, 94.41, 94.13, 94.15, 4264892
07/15/14, 94.46, 94.51, 94.29, 94.30, 2888414
07/14/14, 94.80, 94.80, 94.44, 94.45, 2632653
07/11/14, 94.33, 94.53, 94.33, 94.48, 2071446
07/10/14, 94.54, 94.54, 94.29, 94.32, 6011590
07/09/14, 94.75, 94.80, 94.58, 94.61, 3945423
07/08/14, 94.74, 94.78, 94.66, 94.68, 2035319
07/07/14, 94.70, 94.80, 94.65, 94.66, 1941307
07/03/14, 94.86, 94.91, 94.70, 94.73, 2776069
07/02/14, 94.87, 95.00, 94.81, 94.87, 2819363
07/01/14, 94.93, 95.03, 94.78, 94.81, 3472741
06/30/14, 95.11, 95.32, 95.11, 95.20, 2647635
06/27/14, 95.31, 95.33, 95.19, 95.28, 1702668
06/26/14, 95.34, 95.39, 95.20, 95.28, 1806390
06/25/14, 95.30, 95.40, 95.25, 95.38, 2385036
06/24/14, 95.27, 95.41, 95.24, 95.24, 1839324
06/23/14, 95.34, 95.43, 95.29, 95.32, 1551102
06/20/14, 95.26, 95.40, 95.2401, 95.33, 2372261
06/19/14, 95.27, 95.3099, 95.15, 95.24, 2882485
06/18/14, 94.84, 95.31, 94.84, 95.26, 4284780
06/17/14, 94.89, 95.00, 94.78, 94.83, 7251726
06/16/14, 94.92, 95.00, 94.89, 94.90, 1869467
06/13/14, 94.98, 94.98, 94.83, 94.95, 1276506
06/12/14, 94.81, 94.93, 94.81, 94.84, 1354046
06/11/14, 94.88, 94.92, 94.78, 94.90, 1699455
06/10/14, 94.76, 95.00, 94.76, 94.89, 2090988
06/09/14, 94.97, 94.98, 94.78, 94.94, 2906817
06/06/14, 94.60, 94.905, 94.59, 94.83, 3059122
06/05/14, 94.34, 94.59, 94.333, 94.56, 2034080
06/04/14, 94.31, 94.40, 94.26, 94.33, 2527161
06/03/14, 94.41, 94.43, 94.31, 94.33, 2978341
06/02/14, 94.75, 94.75, 94.31, 94.32, 5725501
05/30/14, 94.98, 95.065, 94.926, 95.05, 4445816
05/29/14, 94.90, 95.00, 94.84, 94.95, 4734768
05/28/14, 94.85, 94.90, 94.81, 94.86, 3904396
05/27/14, 94.77, 94.85, 94.72, 94.83, 4384666
05/23/14, 94.66, 94.84, 94.66, 94.74, 2289142
05/22/14, 94.66, 94.7299, 94.59, 94.71, 1950897
05/21/14, 94.73, 94.77, 94.50, 94.64, 2925895
05/20/14, 94.77, 94.78, 94.64, 94.65, 4217817
05/19/14, 94.64, 94.848, 94.51, 94.77, 7351013
05/16/14, 94.50, 94.65, 94.38, 94.6299, 3184984
05/15/14, 94.60, 94.60, 94.34, 94.44, 4240684
05/14/14, 94.40, 94.59, 94.3899, 94.53, 1721424
05/13/14, 94.27, 94.6233, 94.25, 94.48, 1933624
05/12/14, 94.38, 94.38, 94.22, 94.33, 1123037
05/09/14, 94.16, 94.30, 94.14, 94.23, 1736618
05/08/14, 94.27, 94.305, 94.09, 94.14, 4522434
05/07/14, 94.09, 94.26, 94.05, 94.16, 1578589
05/06/14, 94.15, 94.15, 93.98, 94.02, 2567788
05/05/14, 93.77, 94.08, 93.75, 94.00, 3541330
05/02/14, 94.04, 94.04, 93.83, 94.04, 2146036
05/01/14, 94.01, 94.05, 93.82, 93.82, 7322160
04/30/14, 94.36, 94.42, 94.20, 94.34, 4393080
04/29/14, 94.36, 94.38, 94.192, 94.36, 1775285
04/28/14, 94.26, 94.2999, 94.13, 94.22, 1903905
04/25/14, 94.31, 94.32, 94.155, 94.24, 1195394
04/24/14, 94.25, 94.40, 94.1501, 94.27, 1021720
04/23/14, 94.24, 94.44, 94.20, 94.25, 1591325
04/22/14, 94.25, 94.27, 94.12, 94.22, 2442812
04/21/14, 94.24, 94.28, 94.10, 94.12, 1682212
