"Moody"
NA
NA
NA
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
NA
"A2"
"A2"
"A2"
"A2"
"A2"
"A2"
"A2"
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"WR"
"WR"
"WR"
NA
NA
"WR"
NA
NA
NA
NA
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
NA
"WR"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
NA
NA
NA
NA
NA
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
"Baa2"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
"Aa3"
NA
NA
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
"WR"
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"B3"
"B3"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
"WR"
"WR"
"WR"
NA
"WR"
"WR"
"WR"
"WR"
NA
"WR"
NA
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
NA
"WR"
"WR"
NA
"WR"
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
NA
"WR"
"WR"
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
"WR"
"WR"
"WR"
NA
"WR"
NA
"WR"
"WR"
"WR"
NA
"WR"
NA
"A1"
"A1"
"A1"
"A1"
"A1"
"A1"
"A1"
"A1"
"A1"
"A1"
"WR"
"WR"
NA
"WR"
"Baa2"
"Baa2"
"Baa2"
"WR"
"WR"
"WR"
"WR"
"Baa2"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
NA
"WR"
"Baa2"
"WR"
"WR"
"WR"
"Baa2"
"Baa2"
NA
NA
NA
NA
NA
NA
NA
"A2"
"A2"
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
"WR"
NA
NA
NA
NA
NA
NA
NA
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
"WR"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
